Index,Tahun,Comments,preprocessed,tokenize_text,label,score
66,2021,@brianwegas_ bentar lagi sisca bikin eskrim tongseng anaconda,bentar sisca bikin eskrim tongseng anaconda,"['bentar', 'sisca', 'bikin', 'eskrim', 'tongseng', 'anaconda']",netral,0
67,2024,@callstlv sama sophia,sophia,['sophia'],netral,0
68,2022,@candra_septiano ya gimana kita itu perintis bukan pewaris ??,ya rintis waris wajah gembira urai air mata,"['ya', 'rintis', 'waris', 'wajah', 'gembira', 'urai', 'air', 'mata']",netral,0
69,2020,@chaekisses_ mw ini egk ?,egk,['egk'],netral,0
70,2021,@chi_chiiputri Gw setujuuu bgt sm Liu NOT RECOMMENDED FOR THIS FOOD.,gue tuju banget liu not recommended for this food,"['gue', 'tuju', 'banget', 'liu', 'not', 'recommended', 'for', 'this', 'food']",negatif,-1
71,2021,@chickinnuggiie buset,buset,['buset'],netral,0
72,2022,@cho.sy_ bener bgtttt,sy banget,"['sy', 'banget']",netral,0
73,2022,@chris_tiannn93 komen lu yang mana,komen lu,"['komen', 'lu']",netral,0
74,2022,@ciciappril yaa ketemu cici??,ya ketemu cici wajah gembira urai air mata,"['ya', 'ketemu', 'cici', 'wajah', 'gembira', 'urai', 'air', 'mata']",netral,0
75,2021,@cipehh.hh dahlah orang kaya mah bebas,h dah orang kaya mah bebas,"['h', 'dah', 'orang', 'kayak', 'mah', 'bebas']",negatif,-10
76,2021,@deningopss88 hanya konten bang,konten bang,"['konten', 'bang']",netral,0
77,2020,@derasagustini emm enyak,em enyak,"['em', 'enyak']",netral,0
78,2020,@destiindriyani_ astagaaaaa hahahah??????,astaga hahahah,"['astaga', 'hahahah']",negatif,-1
79,2020,@destyvillaaa belii apa pun juga bisaa~~,beli bisa,"['beli', 'bisa']",netral,-1
80,2021,@dewikaibrahim mari kita cobaaaa,mari coba,"['mari', 'coba']",positif,4
81,2021,@esthiwhy ak bacain koment"nya ngakak" dr tadi aneh aneh smua,bacain komentar nya akak aneh aneh,"['bacain', 'komentar', 'nya', 'akak', 'aneh', 'aneh']",positif,0
82,2022,@fadiljaidi ga diajak??,ajak wajah renung,"['ajak', 'wajah', 'renung']",netral,1
83,2022,@fadiljaidi HAHAHAHA,hahahaha,['hahahaha'],netral,0
84,2022,@fadiljaidi kamu gak d ajak??,ajak wajah gembira urai air mata,"['ajak', 'wajah', 'gembira', 'urai', 'air', 'mata']",netral,0
85,2022,@fadiljaidi kan u gak di ajak bang??,lu ajak bang wajah gembira urai air mata,"['lu', 'ajak', 'bang', 'wajah', 'gembira', 'urai', 'air', 'mata']",netral,0
86,2022,@fadiljaidi lu ga di ajak,lu ajak,"['lu', 'ajak']",netral,1
87,2022,@fadiljaidi lu gak diajak bang,lu ajak bang,"['lu', 'ajak', 'bang']",netral,1
88,2022,@fadiljaidi MO NGAPAIN DAH,kapai deh,"['kapai', 'deh']",netral,0
89,2022,@fadiljaidi paansi nguakakk,paansi nguakak,"['paansi', 'nguakak']",netral,0
90,2020,"@fajar_gumanty Kalo anak nya udh kaya bnget buat kita, orang tuanya apa lagi?",kalo anak nya kayak banget orang tua,"['kalo', 'anak', 'nya', 'kayak', 'banget', 'orang', 'tua']",negatif,-7
91,2021,@fanika_wulandarii @siscakohl bikin es krim t*i anjing dong??,bikin es krim t i anjing wajah senyum lebar mata hati,"['bikin', 'es', 'krim', 't', 'i', 'anjing', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-4
92,2021,@fanika_wulandarii wtf,wtf,['wtf'],netral,0
93,2021,@fiafifiya semoga semakin waras ??,moga waras,"['moga', 'waras', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-1
94,2022,@fikinakii kamu jg vibesnya positif sama kyak ayang @tugkiara ??,vibesnya positif kayak ayang wajah senyum lebar mata hati,"['vibesnya', 'positif', 'kayak', 'ayang', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",netral,0
95,2022,@firamalprssan bener??ngga bisa jauh dari makanan,makan,['makan'],netral,0
96,2021,@firdasarmannn coba mi duka,coba mi duka,"['coba', 'mi', 'duka']",netral,0
97,2021,@fisrtzzl__ hoek,hoek,['hoek'],netral,0
98,2021,@fqrmnr makin aneh ajaa ??????,aneh tertawa terbahakbahak tertawa terbahakbahak tertawa terbahakbahak,"['aneh', 'tertawa', 'terbahakbahak', 'tertawa', 'terbahakbahak', 'tertawa', 'terbahakbahak']",negatif,15
99,2022,@fraystia bnr.. justin syg siskaa,justin sayang siska,"['justin', 'sayang', 'siska']",netral,0
100,2023,@frdnnnnhdytullah akakakwkwkwk,akakakwkwkwk,['akakakwkwkwk'],netral,0
101,2024,@fujji.97 jadi sbnernya mitos nya kalo mirip itu bakalan cere keknya ??,sbnernya mitos nya kalo cere kayak wajah balik,"['sbnernya', 'mitos', 'nya', 'kalo', 'cere', 'kayak', 'wajah', 'balik']",netral,-6
102,2022,@gilangsetiawan1075 tolongin saya bang,tolongin bang,"['tolongin', 'bang']",netral,0
103,2022,@gilangsetiawan1075 tolongin saya sekali aja bang @jessnolimit,tolongin bang,"['tolongin', 'bang']",netral,0
104,2023,@gilangtama48 betul bngt semoga kita fns nya mereka nular harta aminn....??????,banget moga fns nya nular harta amin tepuk tangan angkat tangan hati merah,"['banget', 'moga', 'fns', 'nya', 'nular', 'harta', 'amin', 'tepuk', 'tangan', 'angkat', 'tangan', 'hati', 'merah']",positif,
105,2023,@gilangtama48 haahhaahhaa bisa bisaan.....,haahhaahha bisa,"['haahhaahha', 'bisa']",netral,0
106,2023,@gilangtama48 ini yg paling bener dah dari semua,deh,['deh'],netral,0
107,2022,@jek5587 awkwkwk matre bapak kau ngapain jess matre org dia juga kaya gak kek lu modal nyinyir doang,awkwkwk matre kau kapai jes matre orang kaya kayak lu modal nyinyir doang,"['awkwkwk', 'matre', 'kau', 'kapai', 'jes', 'matre', 'orang', 'kayak', 'kayak', 'lu', 'modal', 'nyinyir', 'doang']",negatif,-11
108,2022,@jek5587 so tau bgt lu,sok tau banget lu,"['sok', 'tau', 'banget', 'lu']",netral,0
109,2021,@jeromepolin heran tukang pansos ni muncul dimana,heran tukang pansos nih muncul mana,"['heran', 'tukang', 'pansos', 'nih', 'muncul', 'mana']",negatif,-3
110,2024,@jessnolimit bang aku sudah follow bang ini nomor whatssapp:082277667957 ini bang,bang follow bang nomor whatssap bang,"['bang', 'follow', 'bang', 'nomor', 'whatssap', 'bang']",netral,0
111,2023,@jessnolimit buat DP tanah,dp tanah,"['dp', 'tanah']",netral,0
112,2024,@jessnolimit kak aku  pengen ngerasain punya HP I-Phone dari kak @jessnolimit  dan ka @siscakohl  kak plsss??????,kak pengin rasai hp iphone kak kak kak pls lipat tangan lipat tangan wajah malaikat,"['kak', 'pengin', 'rasai', 'hp', 'iphone', 'kak', 'kak', 'kak', 'pls', 'lipat', 'tangan', 'lipat', 'tangan', 'wajah', 'malaikat']",netral,0
113,2024,@jessnolimit mirip papa Jassnolimit??,papa jassnolimit wajah senyum lebar mata hati,"['papa', 'jassnolimit', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",netral,-1
114,2020,@keysiaparerung BENER BANGETTT,banget,['banget'],netral,0
115,2021,@khalilaindana_ makanan org kaya anjirr,makan orang kaya anjir,"['makan', 'orang', 'kayak', 'anjir']",negatif,-5
116,2022,@kikirilian aamiiin,amin,['amin'],netral,0
117,2020,@laudyah_ptrie huhu ngakak??,huhu akak,"['huhu', 'akak']",netral,0
118,2022,@laurensiusangga berisik,berisik,['berisik'],netral,0
119,2021,@lavioniavency apapun dijadikan eskrim ma dia cinteh ????,apa jadi eskrim cinteh tertawa terbahakbahak wajah menang keras,"['apa', 'jadi', 'eskrim', 'cinteh', 'tertawa', 'terbahakbahak', 'wajah', 'menang', 'keras']",netral,0
120,2020,@lemonchild04_ jadi pengennn?,pengin,['pengin'],netral,0
121,2023,@lutfianikarinaulfa Aminn??,amin wajah malaikat,"['amin', 'wajah', 'malaikat']",netral,0
122,2024,@millomacchiato_ aaaa sophiaaa,a sophia,"['a', 'sophia']",netral,0
123,2021,@miniboonie kaya tapi kok ah.... Sudahlah??????,kayak ah wajah menang keras bersin bersin,"['kayak', 'ah', 'wajah', 'menang', 'keras', 'bersin', 'bersin']",negatif,-4
124,2024,@mmala.aa mirip cipung,a cipung,"['a', 'cipung']",netral,0
125,2021,@mmhd_rafi anjenk pada ngapain nyasar disini,anjenk kapai nyasar,"['anjenk', 'kapai', 'nyasar']",negatif,-4
126,2020,"@ndymumpuni beli aja udh paling enak, bikin dulu kburu uda gak pingin ?",beli enak bikin kburu pengin,"['beli', 'enak', 'bikin', 'kburu', 'pengin']",netral,0
127,2021,@nenghalimah009  mantul...,mantul,['mantul'],netral,0
128,2021,@nerissa_arviana21 gila ini mah,gila mah,"['gila', 'mah']",negatif,-1
129,2021,@nerissa_arviana21 sedepp????,sedep api api,"['sedep', 'api', 'api']",positif,4
130,2021,@nesyaa_put gelas biasa bisa wkwk,gelas wkwk,"['gelas', 'wkwk']",netral,0
131,2024,@nisa.alynti jesica kan justin versi cewe,alynti jesica justin versi cewek,"['alynti', 'jesica', 'justin', 'versi', 'cewek']",netral,0
132,2024,@nisa.alynti jess sama jane mirip soalnya??,alynti jes jane wajah menang keras,"['alynti', 'jes', 'jane', 'wajah', 'menang', 'keras']",netral,-1
133,2021,@nismara164 percuma kaya cantik tapi agamnya kristen memnyedihkan,kayak cantik agam kristen memnyedihkan,"['kayak', 'cantik', 'agam', 'kristen', 'memnyedihkan']",negatif,0
134,2020,"@nrhalisahhhh  wadidaww, yg punya ide siapa sih ???",wadidaw ide sih,"['wadidaw', 'ide', 'sih']",negatif,0
135,2020,@nshm_01 bikin ini yuu?,bikin yuk,"['bikin', 'yuk']",netral,4
136,2021,@nurainunmutmainna_ tidak masalah KISMIN  yang penting bisa makan emas????????,kismin makan emas panggil saya warna kulit cerah wajah menang keras tertawa terbahakbahak,"['kismin', 'makan', 'emas', 'panggil', 'saya', 'warna', 'kulit', 'cerah', 'wajah', 'menang', 'keras', 'tertawa', 'terbahakbahak']",netral,0
137,2021,@nurainunmutmainna_ tunggu dulu ku jual ginjal ku baru belli ka emas yg bisa di mkn,tunggu ku jual ginjal ku belli kak emas,"['tunggu', 'ku', 'jual', 'ginjal', 'ku', 'belli', 'kak', 'emas']",netral,0
138,2020,@nurjihhan de bikin de wkwkkk,deh bikin deh wkwk,"['deh', 'bikin', 'deh', 'wkwk']",netral,0
139,2021,@oliviaaa__26  Nangis melihat ini,menang,['menang'],negatif,-1
140,2021,@onilrizkyy markicob,markicob,['markicob'],netral,0
141,2023,@ordinarynanaaa Aura nya emang udah Tajir jadi enak diliat ya ??,aura nya tajir enak ya wajah senyum lebar mata hati,"['aura', 'nya', 'tajir', 'enak', 'ya', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",netral,0
142,2023,@ordinarynanaaa setiap buat vidio gak pakai di jelasin harga dan merknya jadinkesannya kyk sederhana. Pdahal yg di pakai barang? suoer premium,vidio pakai jelasin harga merknya jadinkesannya kayak sederhana pakai barang suoer premium,"['vidio', 'pakai', 'jelasin', 'harga', 'merknya', 'jadinkesannya', 'kayak', 'sederhana', 'pakai', 'barang', 'suoer', 'premium']",netral,0
143,2024,@pijibaik tapiii lucuuu sopiaaaa????????,lucu sopia hati besar hati besar hati besar hati besar,"['lucu', 'sopia', 'hati', 'besar', 'hati', 'besar', 'hati', 'besar', 'hati', 'besar']",positif,
144,2021,@pratama.i.h mo nangis aku pecinta ice cream?? cobain skuy??,ih menang cinta ice cream wajah menang coba skuy wajah gembira urai air mata,"['ih', 'menang', 'cinta', 'ice', 'cream', 'wajah', 'menang', 'coba', 'skuy', 'wajah', 'gembira', 'urai', 'air', 'mata']",netral,0
145,2020,@raihanfirdaus712 ngakak bang?,akak bang,"['akak', 'bang']",netral,0
146,2021,"@ralhansajang cok, gua bukannya ngebela ya, LO TAU DARI MANA ITU UANG HARAM? HAAAA?",cok gua bela ya lo tau uang haram ha,"['cok', 'gua', 'bela', 'ya', 'lo', 'tau', 'uang', 'haram', 'ha']",netral,0
147,2021,"@rashadimamre menunggu kalo semua itu cuma settingan, ternyata mereka bukan dari keluarga kaya raya semua itu hasil kredit???? anjayani sinetron banget",tunggu kalo settingan keluarga kayak raya hasil kredit wajah menang tepuk tangan anjayani sinetron banget,"['tunggu', 'kalo', 'settingan', 'keluarga', 'kayak', 'raya', 'hasil', 'kredit', 'wajah', 'menang', 'tepuk', 'tangan', 'anjayani', 'sinetron', 'banget']",negatif,0
148,2024,@rathayuksi tembem sekali sopiaa kiyut,tembem sopia kiyut,"['tembem', 'sopia', 'kiyut']",positif,0
149,2020,@ratuu.g.k ehem ??,enggakke ehem,"['enggakke', 'ehem']",netral,0
150,2021,@rawrah_ disaat Siska Kohl memasak kol,saat siska kohl masak kol,"['saat', 'siska', 'kohl', 'masak', 'kol']",netral,0
151,2022,"@renee.tree ANJIRRRRRRR, BACA JUGA Y HSHSHSHHSHSKJ",tre anjir baca ya hshshshhshskj,"['tre', 'anjir', 'baca', 'ya', 'hshshshhshskj']",netral,0
152,2020,"@restiarps ? msa kang budi marah, kan kta bgi jga nnti yuk??",kang budi marah yuk,"['kang', 'budi', 'marah', 'yuk']",netral,-1
153,2021,@rexa.strudel aku mengsedih kak??,strudel mengsedih kak wajah menang,"['strudel', 'mengsedih', 'kak', 'wajah', 'menang']",negatif,-1
154,2024,@rhea.rivantio amiinnn,rivantio amin,"['rivantio', 'amin']",netral,0
155,2021,"@rhenisuji bilangin sisca bund, aku request bikin es krim mantan ????",bilang sisca bunda request bikin es krim mantan api api,"['bilang', 'sisca', 'bunda', 'request', 'bikin', 'es', 'krim', 'mantan', 'api', 'api']",netral,0
156,2021,@rindisls sungguh aneh tp nyata,sungguh aneh nyata,"['sungguh', 'aneh', 'nyata']",negatif,5
157,2020,@siscakohl kak tolong cek DM??,kak tolong cek dm,"['kak', 'tolong', 'cek', 'dm']",netral,-6
158,2022,@siscakohl lagi hamil ya...selamat ya,hamil ya selamat ya,"['hamil', 'ya', 'selamat', 'ya']",netral,0
159,2020,@siscakohl makan pinggir jalan chekkk,makan pinggir jalan chek,"['makan', 'pinggir', 'jalan', 'chek']",netral,-4
160,2023,"@siscakohl mari kita coba, semoga kali ini dapet ??",mari coba moga kali wajah senyum lebar mata hati,"['mari', 'coba', 'moga', 'kali', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",positif,4
161,2020,@siscakohl ohh oke ka semangat ya buat ka aliyah? makasih kak udah di jawab??,oh oke kak semangat ya kak aliyah terima kasih kak,"['oh', 'oke', 'kak', 'semangat', 'ya', 'kak', 'aliyah', 'terima', 'kasih', 'kak']",positif,
162,2024,@siscakohl plis lah belikan saya micro sd 256gb buat samsung j2 prime??,plis belikan micro sd gb samsung j prime lipat tangan,"['plis', 'belikan', 'micro', 'sd', 'gb', 'samsung', 'j', 'prime', 'lipat', 'tangan']",netral,0
